"","ResponseId","Q49_1","Q2_1","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q3_8","Q3_9","Q3_10","Q5","Q8","Q9","Race","Best_Way_to_hear","Aquatic Interest","Art Interest","Game Night Interest","Fitness Class Interest","Intramural Sports Interst","Programs Interest","Q14","How Hear"
"173","R_2CDIMn5wGWp8U4W","3","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Rec Open Swim ,Paddleboard Yoga","Painting ,Drawing","","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball ,Volleyball","Cooking classes","Slightly familiar","Facebook"
"174","R_tKFUzIxjAuHOjy9","6","3",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"No","26,000-34,999","No","Black or African American","Email","Traditional Swim Lessons ,Water Fitness","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games ,Chess","Circuit training ,Yoga","Basketball ,Indoor soccer","Cooking classes ,Guided hikes","Moderately familiar","Email"
"175","R_2WxwNyE2gjRE9J1","4","2","5","7",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","Yes","Other","Email","Traditional Swim Lessons ,Rec Lap Swim ,Water Fitness","Painting ,Drawing ,Jewelry Making ,Lettering ,Other:","Board Games ,Chess","Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball ,Tennis ,Other:","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Email"
"176","R_sTZeLFQBONnpQtj","3","2","13","9",NA,NA,NA,NA,NA,NA,NA,NA,"No","Less than 26,000","Yes","White","Email","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,E-Games ,Card Games ,Chess","Circuit training ,Boot camp","Basketball ,Volleyball","Cooking classes","Very familiar","Email"
"177","R_bje88xO6QRTSBYR","5","1","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Text ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Water Polo","None of the above","Card Games ,Chess","None of the above","Basketball ,Indoor soccer ,Pickleball","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Word of Mouth,Facebook"
"178","R_3PCagDXwPTSIdPI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","White_Black or African American","Text ,Mail","Rec Lap Swim ,Rec Open Swim","Painting ,Drawing","None of the above","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball ,Volleyball ,Indoor soccer","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Through Community Involvement"
"179","R_3yq5HC7uNZrfP3j","5","3","4","4","7",NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness","None of the above","None of the above","Circuit training ,Boot camp ,Yoga ,Pilates","Indoor soccer","None of the above","Moderately familiar","Word of Mouth,Facebook,Through Community Involvement"
"180","R_ABBjoQEuVt1Kisx","4","2","2","7",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Mail","Rec Lap Swim ,Rec Open Swim ,Water Fitness","Painting","Card Games","Boot camp ,Yoga ,Pilates","Basketball ,Volleyball ,Indoor soccer","Cooking classes","Slightly familiar","Word of Mouth,Facebook"
"181","R_2aesYJr6zwItzTR","2","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Email","Traditional Swim Lessons ,Rec Open Swim","Painting","None of the above","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball","None of the above","Very familiar","Email"
"182","R_33BeagSDkWnoiJG","5","3","9","11","13",NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Email ,Text","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness ,Water Polo ,Paddleboard Yoga","Painting","Board Games ,E-Games ,Card Games","Yoga ,Pilates","Basketball ,Volleyball","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Through Community Involvement"
"183","R_2QEag92w9gCHflx","3","1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,E-Games ,Card Games","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance) ,Other","Volleyball ,Indoor soccer","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","I never hear about the programs"
"184","R_2P5PDh4JLhOyuhe","4","2","7","9",NA,NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","Yes","White","Email ,Text ,Mail ,Brochure","Traditional Swim Lessons ,Rec Open Swim","Painting ,Drawing","Board Games ,Card Games","None of the above","Indoor soccer","Cooking classes","Moderately familiar","Through Community Involvement"
"185","R_ufhgQn5F7UYfqDf","3","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White_American Indian or Alaska Native","Email ,Text ,Mail ,Calendar","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Other:","Painting ,Jewelry Making","Board Games ,E-Games ,Card Games","Yoga ,Pilates","None of the above","Cooking classes ,Guided hikes","Moderately familiar","Email,Word of Mouth,Facebook,Through Community Involvement"
"186","R_3GoA2C9PAwItGR6","4","2","7","4",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","Yes","White","Email ,Text ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Water Fitness","Painting ,Drawing","Board Games ,Card Games","Circuit training ,Boot camp","Basketball ,Volleyball ,Badminton ,Indoor soccer ,Pickleball ,Tennis","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,Text,Word of Mouth,Facebook"
"187","R_3e31utzmZ7dMvWV","2","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Email ,Text ,Brochure ,Calendar","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,E-Games ,Card Games ,Chess","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball ,Volleyball ,Indoor soccer","Golf simulator ,Cooking classes ,Guided hikes","Very familiar","Word of Mouth"
"188","R_3maRFFTd9d7LkAn","4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Text","Lifeguard Programs ,Water Fitness ,Paddleboard Yoga","Painting ,Jewelry Making ,Lettering","None of the above","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball ,Volleyball ,Indoor soccer ,Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Email"
"189","R_ZdEQiUO5tsWxyW5","6","4","5","9","14","16",NA,NA,NA,NA,NA,NA,"No","65,000-103,999","Yes","White_Black or African American_Other","Text ,Calendar","Lifeguard Programs ,Rec Open Swim","Painting ,Jewelry Making","Board Games ,Card Games","None of the above","Volleyball ,Indoor soccer ,Tennis","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Mail,Word of Mouth,Facebook,Through Community Involvement"
"190","R_1GZyXXUdRkerToq","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","Black or African American","Brochure ,Calendar","Lifeguard Programs ,Water Fitness ,Water Polo","None of the above","Chess","Circuit training","Pickleball","Golf simulator","Extremely familiar","Word of Mouth,Other"
"191","R_31hplCmKcIcUUCe","4","2","16","16",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White_Black or African American","Calendar","Rec Lap Swim ,Rec Open Swim ,Paddleboard Yoga","Painting ,Jewelry Making","Board Games","Circuit training ,Pilates","Pickleball","Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Word of Mouth,Through Community Involvement"
"192","R_3lK85Oy5GUhWU5Q","4","1","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Text ,Mail ,Brochure","Traditional Swim Lessons ,Lifeguard Programs ,Water Fitness","Painting","Board Games","Circuit training","Volleyball","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Mail,Word of Mouth"
"193","R_3oGbKRSys6l1asi","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","Black or African American","Email ,Text ,Brochure","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Paddleboard Yoga","Painting ,Jewelry Making","Board Games ,Card Games","Yoga ,Pilates","Pickleball","Cooking classes ,Guided hikes","Very familiar","Email,Word of Mouth,Facebook,Through Community Involvement"
"194","R_1oGy5fXVUlMYo2F","4","2","5","2","0",NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Text ,Calendar","Traditional Swim Lessons","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games","","Basketball ,Indoor soccer","Golf simulator ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"195","R_xAe3og1dIVP0AKJ","4","2","11","11",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Text ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Rec Open Swim","Jewelry Making","Board Games","Circuit training ,Pilates","Volleyball ,Badminton ,Pickleball","Cooking classes ,None of the above","Very familiar","Email,Facebook"
"196","R_9pGqxauQndITtwl","5","3","5","2","0",NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","Traditional Swim Lessons","Painting ,Drawing ,Jewelry Making","Board Games","","","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Word of Mouth"
"197","R_3oKKOxiTZZs6Pg4","4","1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting","Card Games","Pilates","Basketball","Golf simulator ,Cooking classes","Moderately familiar","I never hear about the programs"
"198","R_ebznrzhr29KWZmV","4","2","5","7",NA,NA,NA,NA,NA,NA,NA,NA,"No","35,000-44,999","No","White","Email ,Text ,Brochure","Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim ,Water Fitness","Painting ,Drawing ,Jewelry Making","Board Games ,Card Games","Other","None of the above","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Facebook,Through Community Involvement"
"199","R_3kHfoV04gIySRhY","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","45,000-64,999","No","White","Brochure","Water Fitness","Jewelry Making ,Lettering","Card Games","None of the above","None of the above","None of the above","Not familiar at all","Facebook"
"200","R_1LS51h5dCaZzcxl","6","4","16","11","9","5",NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White_Other","Email ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Lettering","Board Games ,E-Games ,Card Games ,Chess","Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Volleyball ,Indoor soccer","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"201","R_24tU1fn6nlQtqLm","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","35,000-44,999","No","White","Email ,Other:","Water Fitness","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games","Yoga ,Pilates","None of the above","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","I never hear about the programs"
"202","R_pGGyOxNLptmANKF","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Traditional Swim Lessons ,Water Fitness","Painting ,Jewelry Making ,Lettering","Board Games ,E-Games ,Card Games","Circuit training ,Yoga ,Pilates","None of the above","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Other"
"203","R_1js5sNT9yQyL5oP","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","45,000-64,999","No","White","Email ,Mail ,Brochure ,Calendar","Water Fitness ,Paddleboard Yoga","Painting ,Jewelry Making","Board Games","Adult Ballet (or other dance)","Badminton","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Email,Through Community Involvement"
"204","R_2rDFXwASXW7TTpl","3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail","Rec Lap Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Jewelry Making ,Lettering","Board Games ,Chess","Yoga ,Adult Ballet (or other dance)","None of the above","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","I never hear about the programs"
"205","R_3n1M3pO1b9f35mO","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","45,000-64,999","No","White","Email","Traditional Swim Lessons ,Water Fitness","Painting ,Drawing ,Jewelry Making ,Other:","Board Games","Yoga ,Adult Ballet (or other dance)","Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Mail,Word of Mouth"
"206","R_tM8DFgxQn29D02t","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Brochure ,Calendar","Rec Open Swim ,Paddleboard Yoga","Lettering","Board Games ,Card Games","Circuit training ,Boot camp ,Yoga ,Pilates","Basketball ,Pickleball ,Tennis","Golf simulator ,Cooking classes","Not familiar at all","I never hear about the programs"
"207","R_1F56vLv8yQAqviN","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","35,000-44,999","No","White","Email ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Water Fitness ,Paddleboard Yoga","Painting ,Jewelry Making ,Other:","Card Games","Circuit training ,Yoga ,Pilates","Volleyball ,Badminton ,Pickleball ,Tennis","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Mail,Word of Mouth"
"208","R_2TNO0yIvwYusw1L","3","1","5",NA,NA,"0",NA,NA,NA,NA,NA,NA,"No","Don't Know","No","White_American Indian or Alaska Native","Text","Traditional Swim Lessons","None of the above","None of the above","None of the above","None of the above","None of the above","Slightly familiar","Text"
"209","R_udKVGm2MMigE7QZ","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Email","Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Drawing ,Jewelry Making","Board Games ,Card Games","Yoga ,Adult Ballet (or other dance) ,Other","None of the above","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email"
"210","R_33sCaq8Q0HIvDrB","4","2","11","7",NA,NA,NA,NA,NA,NA,NA,NA,"No","35,000-44,999","No","White","Email","Rec Open Swim ,Water Polo","None of the above","Board Games ,Chess","","Basketball ,Indoor soccer","Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Email,Word of Mouth,Facebook"
"211","R_12arfl7ckhV0JzB","4","2","13","16",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","Other","Email ,Text ,Calendar","Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Volleyball ,Indoor soccer ,Tennis","Cooking classes","Moderately familiar","I never hear about the programs"
"212","R_1EbR1npLpVrp3cL","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","45,000-64,999","No","White","Email ,Mail","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","","Circuit training ,Yoga ,Pilates","","Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Email,Word of Mouth"
"213","R_rikEk3BWfFvhyVj","4","2","9","11",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Mail ,Brochure","Rec Open Swim","None of the above","Board Games","Circuit training ,Boot camp","Volleyball ,Other:","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,Mail,Word of Mouth,Facebook"
"214","R_bDcawMprZWnEQkp","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Calendar","Water Fitness ,Water Polo ,Paddleboard Yoga","Painting ,Jewelry Making","","Circuit training ,Yoga","Basketball ,Volleyball ,Badminton ,Pickleball ,Other:","Golf simulator ,Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Other"
"215","R_1P1n9Qysad9T7of","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","65,000-103,999","No","White","Email ,Mail ,Brochure ,Calendar","Water Fitness","Painting ,Jewelry Making ,Lettering","","Circuit training","","Cooking classes ,Guided hikes","Moderately familiar","Through Community Involvement"
"216","R_1oFH06qNTDNXnDb","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","White","Email ,Text ,Brochure ,Calendar","Water Fitness","Painting ,Drawing ,Jewelry Making ,Other:","None of the above","Yoga ,Adult Ballet (or other dance)","Pickleball","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Email"
"217","R_1gtoXNdnvDJSMri","4","2","16","16",NA,NA,NA,NA,NA,NA,NA,NA,"No","Don't Know","No","White","Email ,Text ,Mail ,Brochure ,Calendar","Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games ,Chess","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Volleyball","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","I never hear about the programs"
"218","R_1jqRD3Z17tGxWpX","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","45,000-64,999","No","White","Email","None of the above","None of the above","Card Games","Circuit training ,Yoga","Pickleball","Guided hikes","Moderately familiar","Email,Facebook"
"219","R_1EaIw60hRFdWH9w","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Don't Know","No","Other","Email ,Calendar","Traditional Swim Lessons ,Rec Lap Swim ,Water Fitness ,Paddleboard Yoga ,Other:","Painting ,Drawing ,Lettering ,Other:","Board Games ,Card Games","Circuit training ,Yoga ,Pilates","Basketball ,Badminton ,Pickleball ,Other:","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Word of Mouth,Through Community Involvement,Other"
